cell_specimen_id,axon.total_length,all_neurites.total_length,basal_dendrite.total_length,dendrite.total_length,dendrite.total_surface_area,axon.total_surface_area,all_neurites.total_surface_area,basal_dendrite.total_surface_area,dendrite.total_volume,axon.total_volume,all_neurites.total_volume,basal_dendrite.total_volume,dendrite.num_tips,axon.num_tips,all_neurites.num_tips,basal_dendrite.num_tips,dendrite.num_nodes,axon.num_nodes,all_neurites.num_nodes,basal_dendrite.num_nodes,dendrite.num_branches,axon.num_branches,all_neurites.num_branches,basal_dendrite.num_branches
858255768,12399.76307,15417.95607,3017.301722,3017.301722,5149.059469,8912.905042,15126.78182,5149.059469,729.8553757,509.8181684,3028.322393,729.8553757,21,88,109,21,1934,7153,9088,1934,37,175,216,37
859621160,16259.04484,18248.93311,1988.682147,1988.682147,2990.433705,11687.45965,15382.68605,2990.433705,358.7978956,668.5751724,2105.526644,358.7978956,17,121,138,17,1388,11293,12682,1388,30,241,274,30
859655391,25430.32702,28414.37047,2982.798014,2982.798014,6200.019137,18281.64261,25475.46616,6200.019137,1094.57729,1046.20583,3697.737692,1094.57729,20,255,275,20,2047,17002,19050,2047,35,509,548,35
861736319,3902.593497,5936.793183,2033.423266,2033.423266,3408.820548,2805.170153,6765.430165,3408.820548,471.3517989,160.4557327,1522.835683,471.3517989,18,48,66,18,1440,2976,4417,1440,33,95,130,33
861765455,12827.29914,16607.81418,3779.074712,3779.074712,7563.805605,9222.58973,17668.72165,7563.805605,1295.932435,528.0080066,3340.84643,1295.932435,24,95,119,24,2198,7397,9596,2198,44,189,236,44
861769605,11973.10642,16138.04435,4164.937928,4164.937928,9038.486622,8609.636514,19936.59273,9038.486622,1668.756315,493.0806316,6870.993838,1668.756315,26,105,131,26,2506,7269,9776,2506,47,209,260,47
862596299,9561.606265,12950.11587,3388.509604,3388.509604,5813.383896,6877.517399,13650.90566,5813.383896,858.7217801,394.6719137,2838.60956,858.7217801,24,68,92,24,2655,6809,9465,2655,44,135,182,44
863585604,16045.70272,18582.70639,2536.072986,2536.072986,4132.613768,11533.59334,16693.11297,4132.613768,558.0386087,659.7215389,2922.056714,558.0386087,23,207,230,23,1703,10467,12171,1703,41,413,458,41
863604233,21091.56317,25203.67551,4110.868843,4110.868843,9048.164339,15248.48936,25239.46726,9048.164339,1689.375903,882.041656,4300.57851,1689.375903,27,120,147,27,2999,13781,16781,2999,50,239,292,50
863631899,15256.98708,18895.56781,3637.541181,3637.541181,7358.666522,10966.66738,19633.14139,7358.666522,1280.371402,627.2933739,4035.464634,1280.371402,20,138,158,20,2617,10294,12912,2617,37,275,314,37
866267921,42350.55677,46289.23053,3936.935041,3936.935041,5894.872274,45665.72867,53342.54997,5894.872274,705.5194357,3918.63028,7924.740262,705.5194357,43,471,514,43,2837,30284,33122,2837,81,941,1026,81
867650384,45.36655526,3237.765919,2080.887442,3192.399364,4930.167128,32.60931656,6611.489969,3209.672748,613.6576801,1.865252907,3288.368982,394.5256619,32,1,33,21,2109,40,2150,1364,57,1,64,36
869634031,4417.974317,10069.63338,3653.280641,5651.659061,9105.104905,3175.996834,14326.85301,5870.261497,1210.444973,181.7000598,4980.029993,771.0370621,70,44,114,47,4451,3542,7994,2929,132,87,226,87
870661094,9832.447169,12739.1005,2904.654507,2904.654507,4268.907371,7067.52762,12601.4235,4268.907371,502.6750665,404.2625798,2925.784271,502.6750665,37,119,156,37,2089,6969,9059,2089,68,237,310,68
871782504,12490.27076,14735.46261,2245.191842,2245.191842,3517.977957,8990.275779,13197.89604,3517.977957,440.2182941,519.3301829,1837.324562,440.2182941,25,185,210,25,1669,8560,10230,1669,45,369,418,45
872026690,18571.31436,22727.90115,4156.586792,4156.586792,6689.111623,13359.68469,22061.19476,6689.111623,869.2194073,768.4811538,5359.337313,869.2194073,47,249,296,47,3413,15137,18551,3413,87,497,590,87
872248529,13833.35181,16540.07361,2706.002183,2706.002183,5672.837534,9943.363471,16503.99455,5672.837534,992.431879,568.7603906,2950.481233,992.431879,23,125,148,23,1786,8322,10109,1786,41,249,294,41
873854264,22723.47581,27546.7475,4823.271695,4823.271695,11491.72309,16475.99374,29350.8339,11491.72309,2455.625981,958.848723,6493.994811,2455.625981,32,186,218,32,3839,17633,21473,3839,61,371,434,61
886335606,14701.63371,18012.15499,3308.812161,3308.812161,4974.726746,10567.48137,17419.53269,4974.726746,598.2828429,604.4599345,4551.722387,598.2828429,23,182,205,23,2418,10094,12513,2418,39,363,408,39
887048277,9638.804933,11957.69308,2318.88815,2318.88815,4802.231539,6930.033623,13071.17036,4802.231539,839.5790855,396.6387552,2929.047775,839.5790855,20,112,132,20,1614,6217,7832,1614,32,223,262,32
887156236,17672.67414,20275.63298,2602.958842,2602.958842,5196.310123,12707.57068,19671.2324,5196.310123,872.4861919,727.9656598,4744.670337,872.4861919,49,246,295,49,1682,11973,13656,1682,92,491,588,92
887288382,9030.442126,11185.52825,2154.482624,2154.482624,4585.120162,6630.205925,11621.02831,4585.120162,805.4778691,394.9041315,1740.322583,805.4778691,24,119,143,24,1706,6877,8584,1706,45,237,284,45
888108541,17773.13784,21569.28058,3796.142743,3796.142743,7293.858067,13019.32022,21441.95885,7293.858067,1154.54248,771.8396321,3725.250913,1154.54248,37,199,236,37,2531,10212,12744,2531,69,397,470,69
889183564,10123.8066,12625.48607,2501.077291,2501.077291,3721.621332,7276.955728,11951.29891,3721.621332,442.0672324,416.2418677,2091.059728,442.0672324,33,130,163,33,1758,6561,8320,1758,59,259,324,59
889235347,11106.9713,13548.5495,2441.578199,2441.578199,4865.752982,7984.525638,14147.76652,4865.752982,813.0441618,456.8119011,3496.127712,813.0441618,40,112,152,40,1408,6189,7598,1408,75,223,302,75
889271408,154.6406152,5560.933231,3593.455721,5406.292616,8565.634807,111.1551174,10531.46448,5500.533347,1119.399429,6.358072715,4229.729968,673.1931818,59,1,60,39,3855,133,3989,2603,110,1,118,71
892547707,24102.55481,28440.81842,4336.992008,4336.992008,8658.93574,17324.8296,27240.9684,8658.93574,1432.364445,990.9802534,4532.95455,1432.364445,38,320,358,38,3159,16630,19790,3159,70,639,714,70
895740736,7692.898248,11406.29642,1961.839223,3713.398175,7680.602679,5529.627914,14866.87079,3995.283421,1350.12079,316.294737,4627.024845,672.0670154,37,41,78,20,2433,5258,7692,1277,68,81,154,35
898559010,5664.031849,10808.25342,2907.393221,5144.221572,8980.70788,4072.761459,16303.55257,4897.407817,1413.259281,233.2021337,9131.554088,694.1927024,55,50,105,33,3487,3953,7441,2003,103,99,208,60
898697809,8034.916721,11184.44137,3149.524646,3149.524646,5008.842183,5905.657186,11275.56252,5008.842183,640.2348513,352.3768042,1455.673768,640.2348513,25,109,134,25,2216,5295,7512,2216,48,217,266,48
898703349,6163.334954,11222.42039,5057.954631,5057.954631,8414.020493,4430.819423,13226.47406,8414.020493,1150.533203,253.5082325,2020.904693,1150.533203,36,69,105,36,3513,4053,7567,3513,70,137,208,70
898881170,92.7823159,5500.179231,3343.127758,5407.396915,8704.601664,67.45787113,10390.33608,5385.685311,1191.411963,3.950526533,3707.92953,751.241205,50,1,51,30,3759,78,3838,2285,92,1,100,53
899368360,10554.84042,15875.88529,2219.069122,5321.044874,10774.28733,9938.01769,21997.42502,4372.675215,1833.271535,770.5023583,4852.595585,706.0954339,45,50,95,20,3563,6776,10340,1500,85,99,188,36
899583778,134.8399149,4292.869551,2233.742216,4158.029636,6732.713328,101.3740182,8342.851243,3502.039423,899.7114538,6.927005518,3671.579329,440.168548,27,1,28,15,2520,119,2640,1381,49,1,54,26
904023586,14989.38327,17034.88038,2044.038074,2044.038074,4209.882844,10782.80375,15719.81327,4209.882844,728.9617025,618.0900718,2273.708104,728.9617025,18,143,161,18,1301,9288,10590,1301,30,285,320,30
904832267,8973.133377,13877.69136,2472.712302,4904.557981,7556.497284,6455.74915,15500.91039,3829.853512,944.4307569,370.8922472,3838.441189,474.0577952,52,62,114,28,3622,6647,10270,1834,98,123,226,51
904862358,7011.314095,11509.69483,2588.839493,4498.380734,7100.037937,5040.872006,13709.06892,4009.006338,916.8962395,288.5058259,3768.665066,502.1300467,53,59,112,31,3247,5368,8616,1892,99,117,222,56
910375338,150.3073652,4789.465204,3477.882615,4637.962114,7311.273891,108.0403929,9856.892692,5452.590946,935.495477,6.179910472,5255.48119,685.2439769,48,1,49,37,3382,116,3499,2550,86,1,96,65
912289883,24.36811867,4624.267399,2775.815043,4599.899281,9993.79343,35.03143191,12062.71171,5950.482324,1817.835531,4.00759581,5379.435264,1051.699524,50,1,51,32,3640,23,3664,2199,92,1,100,57
912301547,138.8211455,3878.189902,2210.247249,3739.368757,5544.87246,99.78413949,7613.126283,3260.114704,655.1208782,5.707652779,4239.147743,382.85771,41,1,42,26,2767,119,2887,1723,75,1,82,46
912340608,107.9665164,5293.863404,3046.855304,5185.896888,8118.356398,78.14857532,10561.89166,4732.542844,1027.761418,4.525375812,5259.410659,589.0003885,50,2,52,32,3535,92,3628,2087,91,3,102,56
912868696,4207.932325,9204.167478,2667.522001,4996.235152,9577.829272,3207.311306,14141.17014,5182.761263,1558.745818,204.0453926,3841.516628,840.7719397,51,44,95,27,3460,3251,6712,1880,95,87,188,48
912889454,65.50326108,5096.437447,3282.988862,5030.934186,7938.266418,57.74357433,9445.87729,5156.567125,1013.680866,7.579017255,3327.389382,651.9160773,56,1,57,40,3591,56,3648,2324,105,1,112,74
912918179,7.123656796,4824.912008,2507.705074,4817.788351,7546.227737,5.120458853,9617.817812,3972.252098,980.4584133,0.2928902464,4735.340947,514.6686769,43,1,44,24,3342,7,3350,1735,79,1,86,42
913928092,14285.2711,17701.26358,3414.50407,3414.50407,7182.352162,10271.77915,18537.42359,7182.352162,1380.615543,588.4018977,4007.557572,1380.615543,28,77,105,28,2178,9559,11738,2178,52,153,208,52
914412754,19.85499133,4440.328466,2406.282456,4419.573049,9340.789586,14.9965198,11098.56068,4915.182872,1658.829385,0.9423631269,4655.693712,831.9311872,44,1,45,26,3170,18,3189,1754,80,1,88,45
915479566,32.91609291,5249.505963,2565.340947,5214.092786,8911.677719,25.37358485,9898.131241,4188.929357,1365.939698,1.747794263,2809.57091,569.1896818,48,1,49,25,3574,30,3605,1833,90,1,96,45
919102928,6757.22947,11652.28581,3571.330708,4895.056344,7828.886947,4857.92497,14690.3637,5582.198938,1025.098571,277.984241,4789.247903,698.1861738,48,51,99,35,3695,4896,8592,2726,88,101,196,63
919699890,15.37157861,4864.778961,2959.48954,4849.407382,9612.257508,23.77674446,11649.77736,5809.79083,1588.145738,6.884202571,5106.791573,950.5416784,53,1,54,33,3602,12,3615,2184,98,1,106,59
919883526,96.66216119,5023.269343,3010.778713,4926.607182,7292.159084,105.2202717,8685.692308,4355.251361,877.8446616,30.51348228,2722.582196,505.8990397,41,1,42,27,3190,76,3267,2030,74,1,82,47
919950532,3688.224159,9264.794029,3632.08324,5576.569871,10323.20303,2661.078887,14626.60439,6571.843536,1601.987281,156.0690531,4364.315563,975.8650255,66,25,91,44,4194,2686,6881,2738,124,49,180,81
922613228,9423.821637,15778.72943,3541.145445,6353.764466,13387.38742,6773.809059,21927.04429,7096.700885,2452.079742,387.4618782,5595.780171,1195.770231,67,60,127,42,4058,6079,10138,2351,126,119,252,77
924610453,161.6877551,4927.871723,3176.250536,4766.183968,8548.132868,147.7735266,10544.63501,5713.948723,1280.044581,12.21289858,4773.653313,853.2998901,56,1,57,40,3501,145,3647,2281,106,1,112,75
925242241,48.19405916,3969.145648,2530.494649,3920.435453,5608.420254,35.9554553,8347.701135,3648.425443,721.0013829,2.198569262,5875.528702,472.2148198,41,1,42,30,2692,41,2734,1737,72,1,82,51
926816093,218.9583763,5926.022237,1926.029555,5707.06386,10750.43507,157.3864924,12082.81313,3631.885908,1667.25569,9.002507366,3440.739523,563.005222,52,1,53,22,3570,166,3737,1228,98,1,104,40
926866005,9836.865897,16013.07618,4024.923686,6176.210286,13021.47524,7070.703786,22122.50711,8534.057374,2431.454921,404.4442565,5942.496359,1553.825226,62,59,121,42,4010,6124,10135,2547,116,117,240,77
926887643,2992.120422,8286.824021,3334.061659,5294.703599,10996.161,3003.430487,15848.90896,6714.823363,1933.929074,245.7598102,5097.293624,1118.919342,53,20,73,35,3585,2021,5607,2328,97,39,144,62
927833265,6592.489112,12057.53889,3261.75022,5465.049775,7830.17647,5153.857755,14117.05642,4514.663621,947.7102001,342.1344198,2827.9194,507.4062898,58,30,88,35,3713,4504,8218,2223,109,59,174,64
929533489,104.857565,5464.245472,3241.307515,5359.387907,8964.331081,78.46408013,11160.25014,5305.217113,1277.268473,5.186372511,5285.145462,712.0111142,53,1,54,33,4158,93,4252,2487,99,1,106,60
935032340,11741.30183,13842.04787,2099.60121,2099.60121,4450.714415,8464.874999,13959.15619,4450.714415,775.6794891,486.9365204,2966.688481,775.6794891,18,64,82,18,1442,7721,9164,1442,33,127,162,33
935046071,27.99591219,4252.721979,2543.394709,4224.726066,6650.36261,27.989104,8818.014722,4006.784602,854.6642062,3.063743823,4362.022997,516.2488468,48,1,49,32,3025,24,3050,1815,87,1,96,56
936001075,128.6394572,5059.923772,2336.355872,4931.284315,8337.427078,92.59789543,10245.49407,3893.226145,1178.893507,5.305801113,4119.876178,533.3087572,53,1,54,27,3690,106,3797,1738,98,1,106,47
941794256,6002.02976,8727.289409,2725.25965,2725.25965,6397.45777,4316.708273,12053.34766,6397.45777,1264.580537,247.3096234,3653.25171,1264.580537,21,32,53,21,1733,3848,5582,1733,37,63,104,37
941802910,22640.75959,26838.63089,4196.253156,4196.253156,7780.180281,16276.74607,25324.22337,7780.180281,1229.623881,931.5485704,4529.54586,1229.623881,27,122,149,27,2917,14175,17093,2917,49,243,296,49
941824942,6308.999706,13712.79404,7402.57734,7402.57734,16095.26205,4534.889517,21986.51702,16095.26205,2913.942832,259.3958668,5729.344389,2913.942832,48,32,80,48,4866,4421,9288,4866,93,63,158,93
941846857,12747.92003,14662.3795,1914.459467,1914.459467,3056.286062,9178.11996,13836.71635,3056.286062,409.2502628,532.0474971,3799.214211,409.2502628,18,79,97,18,1465,8862,10328,1465,30,157,192,30
941868688,14937.42964,17517.90019,2577.800437,2577.800437,4323.809344,10736.97064,16608.19058,4323.809344,594.1251911,614.1547205,4176.241215,594.1251911,21,116,137,21,1983,10103,12087,1983,37,231,272,37
941935110,8153.487768,11818.49287,3663.430983,3663.430983,6729.931196,5860.697648,14637.85694,6729.931196,1081.724555,335.2319055,5816.935978,1081.724555,30,51,81,30,2586,5001,7588,2586,56,101,160,56
946190769,7934.729319,11739.6405,3803.953125,3803.953125,6439.407455,5789.210752,13675.43749,6439.407455,899.9553709,340.8016824,4110.882436,899.9553709,29,73,102,29,2234,5065,7300,2234,54,145,202,54
947344218,86.95290825,5862.72172,3387.875341,5775.768812,9282.34831,68.16313561,12765.23711,5484.053459,1219.833168,5.434435838,8722.841916,721.8922284,54,1,55,34,4325,73,4399,2579,100,1,108,61
947496055,120.2886895,5502.452354,3384.34564,5381.065859,9469.208977,101.2859595,10721.74665,5800.866168,1384.57689,7.470024125,3435.480097,809.3115431,52,1,53,35,3703,104,3808,2403,99,1,104,66
950034792,87.41049442,5012.299611,1621.047507,4922.295635,7431.233422,62.83034864,9557.842103,2410.203609,908.5234604,3.593895942,5287.459944,285.4855562,52,1,53,20,3351,74,3426,1161,98,1,104,35
950075297,81.14406313,5239.921011,3105.446253,5158.776948,8436.659247,58.32606039,10623.45826,5031.360016,1168.719798,3.336250654,5520.418644,672.770642,55,1,56,33,3600,70,3671,2210,104,1,110,61
952669499,6326.230543,12192.08522,3399.607809,5865.85468,9778.525433,4556.404024,17161.79785,5461.264174,1367.129074,264.0332555,7299.376757,715.3666363,55,47,102,34,4320,4463,8784,2527,102,93,202,61
954032889,10.29900412,4033.905491,2598.562271,4023.606487,7750.3077,7.402887073,8909.494227,4864.812265,1242.582865,0.4234451406,2977.089453,745.6734171,47,1,48,31,3159,10,3170,2065,88,1,94,57
954045943,67.8363027,4060.416435,2744.270717,3992.580132,6485.68479,48.76049011,8152.745832,4261.433745,864.9118607,2.789100034,3520.710788,528.5860922,42,1,43,30,2951,60,3012,1972,77,1,84,54
954066469,431.9228176,6121.544119,3412.042497,5689.621301,10281.75403,412.1849869,11843.31612,6054.586299,1535.248735,42.68815567,3209.132628,884.5045049,57,1,58,36,4068,357,4426,2478,107,1,114,66
958930508,31318.98558,35481.19247,4160.873705,4160.873705,8049.05182,22523.09538,31852.45034,8049.05182,1305.386412,1289.349994,4797.797806,1305.386412,34,353,387,34,2975,21363,24339,2975,62,705,772,62
962355052,72.75883456,5207.755061,3528.370726,5134.996226,7956.744051,58.98423001,10445.23659,5409.21798,993.8874443,5.381355451,5607.901093,667.2444951,54,1,55,37,3723,63,3787,2551,100,1,108,67
962821095,13.41825681,4599.912181,2524.001301,4586.493924,9746.117438,12.50556914,11276.64973,5263.881518,1746.311892,1.342144099,4385.843219,911.3052264,45,1,46,26,3459,13,3473,1936,84,1,90,47
963019667,11797.42494,18132.59957,3784.325099,6335.174629,9904.906938,8492.259273,20539.22366,5891.953966,1256.831187,491.0485895,5175.570192,733.1189067,61,61,122,41,4497,7907,12405,2758,112,121,242,73
963055521,26.44807513,5545.143865,3260.567251,5518.69579,11921.26521,20.76334166,14251.27046,6945.955208,2152.833346,1.489747134,6234.122743,1242.980164,55,1,56,33,3492,21,3514,2023,102,1,110,59
963063283,27.40518155,4168.363764,2623.115009,4140.958582,9795.427219,56.67021827,12563.77459,6372.708187,1985.799597,29.75018032,7537.036382,1305.234282,37,1,38,25,2979,23,3003,1926,66,1,74,43
992268582,11333.01446,13744.42912,2410.366109,2410.366109,4599.448464,8192.065812,14247.6595,4599.448464,716.9427668,473.7156873,3604.07134,716.9427668,21,141,162,21,1563,8056,9620,1563,35,281,322,35
992386952,11896.77723,14234.41848,2336.532105,2336.532105,3532.17254,8551.360635,12721.51272,3532.17254,467.37875,489.1378283,2002.218452,467.37875,15,108,123,15,1312,6870,8183,1312,27,215,244,27
992830261,14521.57851,18017.8443,3496.265792,3496.265792,5609.137081,10439.33466,18518.24064,5609.137081,730.8400696,597.3281847,6697.685139,730.8400696,29,97,126,29,2326,9513,11840,2326,52,193,250,52
993243528,5498.597134,8781.524424,3282.92729,3282.92729,5931.973381,3968.464623,11204.49535,5931.973381,890.1381089,234.7173426,3399.700887,890.1381089,26,54,80,26,2193,3910,6104,2193,47,107,158,47
993245688,34069.07797,38310.16699,4241.089015,4241.089015,8461.803879,24578.43408,35040.66205,8461.803879,1422.914895,1416.15951,7112.459277,1422.914895,30,208,238,30,3002,23067,26070,3002,55,415,474,55
993283588,9630.457251,11526.97102,1895.326187,1895.326187,4060.455268,6922.337994,11632.82099,4060.455268,741.5683264,395.9577333,2126.18968,741.5683264,24,131,155,24,1103,6038,7142,1103,44,261,308,44
